,Open,High,Low,Close,Volume
count,2015.0,2015.0,2015.0,2015.0,2015.0
mean,157.86369409154472,159.66731857485112,156.2080535342294,158.04274273817947,89340470.66997519
std,44.472545431886296,44.757501453660524,44.176297450628915,44.49186195788863,55535488.4424281
min,55.27773981437753,55.37953106884565,51.52841196651316,54.378578186035156,23234700.0
25%,129.43593536969877,131.04320525917154,127.82432312887317,129.43771870930988,53568250.0
50%,157.57220469744664,160.20217895507812,155.90124691129472,157.7930145263672,74403800.0
75%,187.95585089914238,189.32733793636828,186.48415663161302,188.00347137451172,105250100.0
max,257.56867823862046,259.47408555117545,257.0100282923795,258.39666748046875,426510000.0
