Date,Close,residual,lag_1,lag_3,rolling_mean_7,rolling_std_14,log_diff,day_of_week,month,rsi_14,macd,macd_signal
2020-02-19,178.9319610595703,8.77885859817431,178.3968963623047,177.5012664794922,177.3544682094029,1.5253857442072773,0.0029948048474777167,2,2,73.5258299703908,4.242748222887116,4.517326781922041
2020-02-20,176.1994171142578,6.5638894578731755,178.9319610595703,177.94908142089844,177.51967293875558,1.430715549129183,-0.01538922236477891,3,2,62.37205699743661,3.925453301212343,4.398952085780102
2020-02-21,170.62930297851562,3.0388442278019383,176.1994171142578,178.3968963623047,176.66591099330358,2.2092251328200203,-0.032123020862058205,4,2,46.790222212643535,3.18778631412917,4.156718931449915
2020-02-22,168.17705790201822,1.5483258659300283,170.62930297851562,178.9319610595703,175.39785475957962,3.188164287555182,-0.014476044035890645,5,2,41.83510581961284,2.3778933544530503,3.8009538160505425
2020-02-23,165.72481282552084,0.5469517734426936,168.17705790201822,176.1994171142578,173.7155042375837,4.164178966158307,-0.014688681808372017,6,2,37.552374412685886,1.5206426437104028,3.3448915815825147
2020-02-24,163.27256774902344,-1.2562883841759866,165.72481282552084,170.62930297851562,171.61885942731584,5.0327679540618835,-0.014907659673651708,0,2,33.82345793901936,0.6360575207161219,2.8031247694092363
2020-02-25,160.57821655273438,-2.2196072994949487,163.27256774902344,168.17705790201822,169.07333374023438,6.155786267103304,-0.01663984461528578,1,2,30.267205409335034,-0.27917601889183175,2.186664611749023
2020-02-26,162.5846405029297,1.2265662162101902,160.57821655273438,165.72481282552084,166.73800223214286,6.675949570797169,0.012417576390571838,2,2,35.6898056888181,-0.8330012288950854,1.5827314436202014
2020-02-27,151.1290740966797,-9.978957985616429,162.5846405029297,163.27256774902344,163.15652465820312,8.625038864600215,-0.07306446377261278,3,2,24.145186110045472,-2.171251334907396,0.831934887914682
2020-02-28,154.788330078125,-5.540257966627719,151.1290740966797,160.57821655273438,160.8935285295759,9.346329944001043,0.023924304193966073,4,2,31.74071603092071,-2.903087820187409,0.08493034629426383
2020-02-29,158.22150166829428,-1.554868835139506,154.788330078125,162.5846405029297,159.47130621047248,9.418844534952788,0.021937389340924263,5,2,38.01217692490539,-3.169509124023648,-0.5659575477693186
2020-03-01,161.65467325846353,2.660344196821961,158.22150166829428,151.1290740966797,158.88985770089286,9.061425555616152,0.021466452924745916,6,3,43.59330896445894,-3.068252763722029,-1.0664165909598609
2020-03-02,165.0878448486328,7.528304650818714,161.65467325846353,154.788330078125,159.14918300083704,8.419047603630714,0.021015311764382538,0,3,48.57916485582239,-2.6800837760793854,-1.3891500279837659
2020-03-03,157.17691040039062,0.8469173149740181,165.0878448486328,158.22150166829428,158.6632821219308,7.782144488289217,-0.04910573644923044,1,3,39.84040504987419,-2.97649220298743,-1.7066184629844987
2020-03-04,162.94769287109375,8.670020384510636,157.17691040039062,161.65467325846353,158.71514674595423,6.462835528275332,0.036057257872684545,2,3,47.28927435642476,-2.714453568822421,-1.9081854841520831
2020-03-05,158.85845947265625,6.015301292844768,162.94769287109375,165.0878448486328,159.81934465680803,5.225328730007869,-0.025415632907002994,3,3,43.20674875289445,-2.804425353681637,-2.087433458057994
2020-03-06,154.3679962158203,1.8675130687689834,158.85845947265625,157.17691040039062,159.75929696219308,4.829348012158064,-0.028674276057571113,4,3,39.20423207795997,-3.201170398163015,-2.3101808460789983
2020-03-07,150.88068135579428,0.153449173899892,154.3679962158203,162.94769287109375,158.71060834612166,4.878635827972386,-0.02285000295683659,5,3,36.38525417157844,-3.7537203175945137,-2.5988887403821015
2020-03-08,147.39336649576822,-2.702645013056358,150.88068135579428,158.85845947265625,156.67327880859375,5.393990488923181,-0.023384359432045088,6,3,33.77022041552907,-4.42204271831821,-2.9635195359693234
2020-03-09,143.9060516357422,-5.565870190859802,147.39336649576822,154.3679962158203,153.64730834960938,6.286894066851556,-0.0239443078599626,0,3,31.344203586973336,-5.17345384483238,-3.405506397741935
2020-03-10,153.7469482421875,5.435931691026722,143.9060516357422,150.88068135579428,153.15731375558036,6.202043092238733,0.06614739019658611,1,3,43.64703044683262,-4.918180737799872,-3.7080412657535224
2020-03-11,146.78192138671875,-0.31552016477083256,153.7469482421875,147.39336649576822,150.84791782924108,6.330586581233256,-0.046360100378295854,2,3,38.401932607987,-5.2177474744607935,-4.009982507494977
2020-03-12,132.8613739013672,-14.290543052954444,146.78192138671875,143.9060516357422,147.13404846191406,8.612641821834874,-0.09964167412571179,3,3,30.510347416122144,-6.503460272961547,-4.5086780605882915
