,Open,High,Low,Close,Volume
count,2015.0,2015.0,2015.0,2015.0,2015.0
mean,300.68051355679717,303.6409887341877,297.68161962204925,300.85675012858275,28340181.98511166
std,88.12828277849817,88.43772896795161,87.72869327888962,88.14860545241586,12794641.170709616
min,130.90274173665898,134.3040661443452,126.61289387434711,129.3836212158203,7164500.0
25%,233.01906826651208,235.85452790601772,230.91463319855285,233.98223876953125,20177800.0
50%,285.2469893955168,287.50775963834025,281.99899473668074,285.5725402832031,24993000.0
75%,386.1001743228622,390.9439425971704,382.0818870944934,387.41876220703125,32890650.0
max,497.54998779296875,500.760009765625,495.3299865722656,498.8399963378906,97012700.0
