,Open,High,Low,Close,Volume
count,2015.0,2015.0,2015.0,2015.0,2015.0
mean,124.30455699391086,125.76634598986344,122.98859898472972,124.4080368467951,27573966.104218364
std,35.386769594028266,35.658094634694535,35.07836274098223,35.344623953155626,13142233.347019631
min,52.51335331278991,53.249479191652995,50.37734943351669,52.518821716308594,6809800.0
25%,96.62563398712682,98.3874199143289,95.31344313784506,96.54777399698892,18821500.0
50%,125.80221141736813,126.78188827978593,124.77333052548997,125.88172912597656,24438900.0
75%,147.58472321209197,149.0189626894958,146.2683939497319,147.58263397216797,32255000.0
max,204.02204403120282,208.21222477597146,203.7825994771977,207.22454833984375,97798600.0
