record_date,Open,High,Low,Close,Volume
2020-01-02,66.68113625378123,68.0027784959496,66.68113625378123,67.96450805664062,28132000.0
2020-01-03,66.99476389395636,68.21948609325707,66.87964921457622,67.6309814453125,23728000.0
2020-01-04,67.03022366165243,68.61712464961434,66.95348054206568,68.18684895833333,23728000.0
2020-01-05,67.06568342934851,69.01476320597162,67.02731186955512,68.74271647135417,23728000.0
2020-01-06,67.10114319704458,69.41240176232888,67.10114319704458,69.298583984375,34646000.0
2020-01-07,69.48397719879306,69.73498000240403,69.10820487947868,69.25533294677734,30054000.0
2020-01-08,69.19271085329153,70.16195571004387,69.1310807263238,69.80110168457031,30560000.0
2020-01-09,70.6087825044944,70.94478264998702,70.09681875971566,70.5719985961914,30018000.0
2020-01-10,70.9562228270138,71.32249959680215,70.49844891574355,71.0640869140625,36414000.0
2020-01-11,71.09821605154504,71.4151341249322,70.62552883861498,71.2214864095052,36414000.0
2020-01-12,71.24020927607629,71.50776865306223,70.75260876148641,71.37888590494792,36414000.0
2020-01-13,71.38220250060752,71.60040318119228,70.87968868435784,71.53628540039062,33046000.0
2020-01-14,71.5253460952469,71.66401766604142,70.99649198063844,71.12124633789062,31178000.0
2020-01-15,71.08793750518538,71.64388273641546,71.08793750518538,71.53478240966797,25654000.0
2020-01-16,71.94435856837903,72.17051519067272,71.62028088399627,72.15609741210938,23474000.0
2020-01-17,72.71327914438791,73.62709772776877,72.48016773097916,73.58211517333984,47924000.0
2020-01-18,72.91470954628329,73.75825760407501,72.64146004460241,73.6319465637207,47924000.0
2020-01-19,73.11613994817867,73.88941748038127,72.80275235822566,73.68177795410156,47924000.0
2020-01-20,73.31757035007406,74.02057735668751,72.96404467184892,73.73160934448242,47924000.0
2020-01-21,73.51900075196944,74.15173723299375,73.12533698547217,73.78144073486328,40734000.0
2020-01-22,74.10948512930564,74.71657140247247,73.80777360412793,73.85847473144531,32216000.0
2020-01-23,73.94247937315839,74.33414843003644,73.66711574572199,73.89326477050781,27024000.0
2020-01-24,74.23820530883903,74.33289543648931,72.82957873948709,72.90215301513672,35692000.0
2020-01-25,73.20120593987332,73.38146985782244,72.09975155911351,72.35855102539062,35692000.0
2020-01-26,72.16420657090761,72.43004427915558,71.36992437873995,71.81494903564453,35692000.0
2020-01-27,71.1272072019419,71.47861870048871,70.64009719836638,71.27134704589844,35104000.0
2020-01-28,71.72367253120295,72.36983324639294,71.20027909064447,72.19884490966797,31548000.0
2020-01-29,72.50899060997843,72.83852894292582,71.9095493850955,72.50054168701172,21554000.0
2020-01-30,71.57255530866736,72.43343532950215,71.39560573889169,72.36186218261719,26788000.0
2020-01-31,73.01101223310602,73.07214937487387,71.00443830178473,71.28775787353516,48344000.0
2020-02-01,72.89669006848324,73.40135777102606,71.5091047352029,72.14449564615886,48344000.0
2020-02-02,72.78236790386046,73.73056616717825,72.01377116862106,73.00123341878255,48344000.0
2020-02-03,72.66804573923768,74.05977456333044,72.51843760203923,73.85797119140625,60736000.0
2020-02-04,72.42300217903798,73.04082779616263,70.89359538320127,71.92595672607422,78660000.0
2020-02-05,72.68893041161448,72.75951002338154,71.10534113827052,71.9836196899414,39724000.0
2020-02-06,72.08800488247648,73.66214415271976,72.05022742090019,73.37535095214844,33588000.0
2020-02-07,72.93148040083332,73.85300465278532,72.8842604739778,73.52445983886719,23446000.0
2020-02-08,73.04779452184125,74.24501113194626,73.01631457060425,74.01239522298177,23446000.0
2020-02-09,73.1641086428492,74.6370176111072,73.14836866723068,74.50033060709636,23446000.0
2020-02-10,73.28042276385713,75.02902409026814,73.28042276385713,74.98826599121094,28398000.0
2020-02-11,75.14383735296079,76.02957130164096,74.83705949201833,74.99372863769531,26892000.0
2020-02-12,75.27654851447119,75.58546515509761,74.9599337964532,75.46492767333984,23352000.0
2020-02-13,75.18757850942954,75.90780002715928,74.7854734102636,75.2854995727539,18590000.0
2020-02-14,75.3322147414029,75.58769989013672,74.92165315628125,75.58769989013672,23956000.0
2020-02-15,75.32476042745435,75.72302026949639,74.98689257926341,75.57440376281738,23956000.0
2020-02-16,75.3173061135058,75.85834064885606,75.05213200224559,75.56110763549805,23956000.0
2020-02-17,75.30985179955724,75.99366102821573,75.11737142522776,75.54781150817871,23956000.0
2020-02-18,75.3023974856087,76.1289814075754,75.18261084820992,75.53451538085938,22414000.0
2020-02-19,75.80292309124415,76.15264333661226,75.62050520090142,75.8834457397461,18986000.0
