record_date,Open,High,Low,Close,Volume
2020-01-02,151.28907783375524,153.14707784853206,150.8603108363314,153.04226684570312,22622100.0
2020-01-03,150.8508074465806,152.40389764073367,150.60306438648712,151.1366424560547,21116200.0
2020-01-04,150.45698093863942,152.13394277068087,150.11078033620464,151.2668711344401,21116200.0
2020-01-05,150.06315443069826,151.86398790062808,149.6184962859222,151.39709981282553,21116200.0
2020-01-06,149.66932792275708,151.59403303057528,149.1262122356397,151.52732849121094,20813700.0
2020-01-07,151.8036218417332,152.13710084875345,149.89797766820752,150.1457061767578,21634100.0
2020-01-08,151.43203046001807,153.21381792157746,150.49826874289445,152.5373077392578,27746500.0
2020-01-09,154.20474183695646,154.56681892653168,153.4329581787887,154.4429473876953,21385000.0
2020-01-10,155.13850446552647,155.51962749773685,153.57586223229333,153.7283172607422,20725900.0
2020-01-11,154.80185268212892,155.54822725554055,153.6012874569594,154.34449259440103,20725900.0
2020-01-12,154.46520089873135,155.57682701334429,153.6267126816255,154.9606679280599,20725900.0
2020-01-13,154.1285491153338,155.605426771148,153.65213790629156,155.57684326171875,21626500.0
2020-01-14,155.68162992630803,155.8817289998893,154.09041848199348,154.4810791015625,23477400.0
2020-01-15,154.94794349384517,156.20567579261396,154.9003140143662,155.4815216064453,21417900.0
2020-01-16,156.59633079076963,158.39716412587353,156.29142071509088,158.33045959472656,23865400.0
2020-01-17,159.52144819636862,159.56909220137328,157.62532729289137,159.216552734375,34371700.0
2020-01-18,159.34519722361833,159.740623040518,157.86355514089126,159.07365036010742,34371700.0
2020-01-19,159.16894625086803,159.9121538796627,158.1017829888912,158.93074798583984,34371700.0
2020-01-20,158.9926952781177,160.08368471880743,158.3400108368911,158.78784561157227,34371700.0
2020-01-21,158.8164443053674,160.25521555795214,158.578238684891,158.6449432373047,29517200.0
2020-01-22,159.50240874741678,159.58817378331332,157.86355362344173,157.8826141357422,24138800.0
2020-01-23,158.34948245749206,158.93070442950557,157.4728880067176,158.85447692871094,19680800.0
2020-01-24,159.6072409094811,159.62630142430766,156.69160731427516,157.25376892089844,24918100.0
2020-01-25,157.58725021445392,158.30822511009248,155.34176846855723,156.37716674804688,24918100.0
2020-01-26,155.56725951942673,156.99014879587727,153.99192962283934,155.5005645751953,24918100.0
2020-01-27,153.54726882439954,155.6720724816621,152.6420907771214,154.62396240234375,32078100.0
2020-01-28,156.05322749452574,157.93981148531094,155.37673183642173,157.6539764404297,24899900.0
2020-01-29,159.92165162986998,160.7887231968926,157.873090009148,160.11221313476562,34754500.0
2020-01-30,165.83868921063896,165.83868921063896,162.73247986352183,164.62860107421875,51597500.0
2020-01-31,164.0855119347184,164.26653593393684,161.5795849806354,162.19891357421875,36142700.0
2020-02-01,163.52016230097524,164.93350927177286,161.84001649831967,163.51698303222656,36142700.0
2020-02-02,162.95481266723212,165.60048260960892,162.10044801600398,164.83505249023438,36142700.0
2020-02-03,162.38946303348897,166.26745594744494,162.36087953368826,166.1531219482422,30107000.0
2020-02-04,168.78290862542698,172.11778602310363,167.9920645264514,171.622314453125,36433300.0
2020-02-05,175.3478803350405,175.50985837548566,169.99302385604904,171.4127197265625,39186300.0
2020-02-06,172.43224047240506,175.14778964892244,171.56516875202502,174.9667510986328,27751400.0
2020-02-07,174.22354882690465,176.87239343667386,173.87099471887296,175.2144775390625,33529100.0
2020-02-08,174.45540957144436,177.8919194422814,174.11556245798678,176.74217732747397,33529100.0
2020-02-09,174.68727031598408,178.91144544788892,174.36013019710057,178.2698771158854,33529100.0
2020-02-10,174.9191310605238,179.93097145349645,174.6046979362144,179.79757690429688,35844300.0
2020-02-11,181.65554299286944,181.7031870097022,174.8428702142551,175.738525390625,53159900.0
2020-02-12,176.82472387503446,177.08198990829192,173.27070157699833,175.9957733154297,47062900.0
2020-02-13,174.4426861252965,177.44407017098868,174.2425870707578,175.04296875,35295800.0
2020-02-14,174.60465849538713,176.6627578229254,174.03295939143354,176.6055908203125,23149500.0
2020-02-15,175.1668299160779,177.20825318127606,174.71185282999306,177.0534210205078,23149500.0
2020-02-16,175.72900133676865,177.7537485396267,175.39074626855256,177.50125122070312,23149500.0
2020-02-17,176.29117275745938,178.29924389797733,176.0696397071121,177.94908142089844,23149500.0
2020-02-18,176.85334417815014,178.84473925632798,176.74853314567162,178.39691162109375,27792200.0
2020-02-19,179.67714529392427,179.79179157907453,178.15802370119442,178.93191528320312,29997500.0
2020-02-20,178.61660944359718,178.90323971266614,173.02738480054768,176.1993865966797,36862400.0
2020-02-21,175.0051344424587,175.32042633189093,169.3490221652734,170.62928771972656,48572600.0
2020-02-22,170.1006235131874,172.47007748082973,164.88400326692627,168.17703247070312,48572600.0
2020-02-23,165.19611258391606,169.61972862976853,160.41898436857917,165.7247772216797,48572600.0
2020-02-24,160.29160165464475,166.76937977870733,155.95396547023205,163.27252197265625,68311100.0
2020-02-25,166.43499095969676,167.04646222546262,160.17695584027481,160.5782470703125,68073300.0
