,Open,High,Low,Close,Volume
count,2015.0,2015.0,2015.0,2015.0,2015.0
mean,124.30455734764877,125.76634635032947,122.98859933458297,124.40803720270729,27573966.104218364
std,35.38676987767005,35.65809492887032,35.078363021151326,35.34462424145236,13142233.347019631
min,52.51335331278991,53.249479191652995,50.37734943351669,52.518821716308594,6809800.0
25%,96.62563783947553,98.38741602587655,95.31344693827434,96.54777018229166,18821500.0
50%,125.80221141736813,126.78188827978593,124.77333052548997,125.88172912597656,24438900.0
75%,147.58473849833476,149.01895504919065,146.26838446541785,147.58263397216797,32255000.0
max,204.02204403120282,208.21222477597146,203.7825994771977,207.22454833984375,97798600.0
