,Open,High,Low,Close,Volume
count,2018.0,2018.0,2018.0,2018.0,2018.0
mean,157.94150059818304,159.74558302283594,156.28658943909699,158.12242628537982,89264083.66501486
std,44.48521247450203,44.77021122837445,44.19038250428475,44.50672786803317,55531534.11555348
min,55.27773981437753,55.37953106884565,51.52841196651316,54.378578186035156,20658236.0
25%,129.4682288105271,131.07362702824537,127.91176176205013,129.4473533630371,53522400.0
50%,157.66877869968954,160.22364806155446,156.0495990525525,157.83714803059894,74278800.0
75%,188.0633126321762,189.48571218830975,186.57608222716595,188.0478973388672,105158200.0
max,257.56867823862046,259.47408555117545,257.0100282923795,258.39666748046875,426510000.0
