Date,Close,residual,lag_1,lag_3,rolling_mean_7,rolling_std_14,log_diff,day_of_week,month,rsi_14,macd,macd_signal
2020-02-19,78.43294525146484,3.083820165213719,77.31322479248047,78.03424835205078,78.19144003731864,0.5906426224913421,0.014379034181970063,2,2,55.75947357231135,0.3665004620733896,0.39616930591175453
2020-02-20,77.62826538085938,2.6001004144345305,78.43294525146484,77.67373657226562,78.03320748465401,0.585019317183777,-0.01031245366592426,3,2,50.48157585513259,0.31517881728342445,0.37997120818608854
2020-02-21,75.87118530273438,1.8117164067386327,77.62826538085938,77.31322479248047,77.62119511195591,0.820840515414041,-0.02289463342712761,4,2,41.290860098879655,0.13121183787067991,0.33021933412300686
2020-02-22,74.6698735555013,0.9684549840547005,75.87118530273438,78.43294525146484,77.08906845819384,1.1987502800647372,-0.015960260371123525,5,2,36.41010303320469,-0.11024826358945461,0.24212581458051458
2020-02-23,73.46856180826823,0.17049551433381133,74.6698735555013,77.62826538085938,76.43682752336774,1.6492346950888308,-0.016219127452409943,6,2,32.29859136153418,-0.3940011518222377,0.11490042129996411
2020-02-24,72.26725006103516,-0.954242483251788,73.46856180826823,75.87118530273438,75.66447230747768,2.133765622052805,-0.01648653055115723,0,2,28.79666868390659,-0.7076557631591385,-0.0496108155918564
2020-02-25,69.81939697265625,-2.9037612463476403,72.26725006103516,74.6698735555013,74.59392547607422,2.8605182512564773,-0.03445918891098021,1,2,23.262075122196762,-1.140602434212198,-0.26780913931592476
2020-02-26,70.92698669433594,-1.4466419160153046,69.81939697265625,73.46856180826823,73.52164568219867,3.0862066748485004,0.01573912674815059,2,2,29.83338933051502,-1.378452612547548,-0.48993783396224944
2020-02-27,66.29064178466797,-5.486140325453509,70.92698669433594,72.26725006103516,71.90198516845703,3.882637613444763,-0.06760225382550722,3,2,21.52430974169728,-1.918944481672142,-0.775739163504228
2020-02-28,66.2518539428711,-4.987431004511754,66.29064178466797,69.81939697265625,70.52779497419085,4.3538155963442495,-0.0005852891586393127,4,2,21.470433697257405,-2.323632645925386,-1.0853178599884596
2020-02-29,68.3078842163086,-2.0375157601491765,66.2518539428711,70.92698669433594,69.61893935430618,4.418021124243656,0.030561746481549967,5,2,31.2882727449216,-2.4502020673775036,-1.3582947014662685
2020-03-01,70.3639144897461,0.6502678702989797,68.3078842163086,66.29064178466797,69.17541830880302,4.265959672356973,0.0296553584805217,6,3,39.44171434190073,-2.3574298023449387,-1.5581217216420027
2020-03-02,72.4199447631836,3.3328465177969013,70.3639144897461,66.2518539428711,69.19723183768136,4.0293464923124285,0.028801188128255717,0,3,46.30355061926821,-2.0938658714344456,-1.6652705516004913
2020-03-03,70.11995697021484,1.0639551919329793,72.4199447631836,68.3078842163086,69.24016898018974,3.8116215806202227,-0.03227429521483405,1,3,40.74206829562336,-2.046983004531313,-1.7416130421866558
2020-03-04,73.37242126464844,4.870930490792039,70.11995697021484,70.3639144897461,69.58951677594867,3.359280453369641,0.04534068653260803,2,3,49.9051406897662,-1.7274681308543194,-1.7387840599201887
2020-03-05,70.9924545288086,3.426762185154173,73.37242126464844,72.4199447631836,70.26120431082589,2.868881869032039,-0.03297453577454856,3,3,44.48454723657111,-1.6473046146689114,-1.7204881708699333
2020-03-06,70.04966735839844,2.7542816793489613,70.9924545288086,70.11995697021484,70.80374908447266,2.522212982959913,-0.013369073010934152,4,3,42.514545743465774,-1.6409338322239648,-1.7045773031407396
2020-03-07,68.202880859375,2.0160672424229205,70.04966735839844,73.37242126464844,70.78874860491071,2.3162631853222853,-0.02671771884365537,5,3,38.88213313854447,-1.7645643777265292,-1.7165747180578976
2020-03-08,66.35609436035156,0.6879403177347571,68.202880859375,70.9924545288086,70.21620287214007,2.3251038116917098,-0.027451197036126196,6,3,35.60597265048092,-1.9886389203902155,-1.7709875585243613
2020-03-09,64.50930786132812,-1.1028828172558973,66.35609436035156,70.04966735839844,69.08611188616071,2.5760424915688795,-0.028226086943051953,0,3,32.64386184911055,-2.2888553463834143,-1.874561116096172
2020-03-10,69.15534210205078,3.945455823002067,64.50930786132812,68.202880859375,68.94830976213727,2.568706823886006,0.06954578763468877,1,3,45.03276215745521,-2.1273600102647805,-1.9251208949298937
2020-03-11,66.7535400390625,2.0021132570738387,69.15534210205078,66.35609436035156,68.00275530133929,2.581786858400057,-0.03534797878543472,2,3,40.8497906609827,-2.168185652116591,-1.9737338463672334
2020-03-12,60.16132354736328,-4.232301805596125,66.7535400390625,64.50930786132812,66.45545087541852,3.422236358132167,-0.10397765031274186,3,3,32.05014397287094,-2.701337705302805,-2.119254618154348
2020-03-13,67.36915588378906,3.191559401948478,60.16132354736328,69.15534210205078,66.07252066476005,3.3821270342198773,0.11315760548330811,4,3,45.79834428208697,-2.513281176485364,-2.1980599298205514
2020-03-14,64.48020553588867,0.38806894046412777,67.36915588378906,66.7535400390625,65.540709904262,3.544290241808089,-0.04382899955311004,5,3,42.11989575603634,-2.5677596369140616,-2.2719998712392537
2020-03-15,61.59125518798828,-2.2463674588223173,64.48020553588867,60.16132354736328,64.86001859392438,3.8847131162289563,-0.04583838655655015,6,3,38.76670344918028,-2.811637550906795,-2.379927407172762
2020-03-16,58.70230484008789,-4.785540798897262,61.59125518798828,67.36915588378906,64.03044673374721,4.269580555627864,-0.0480409084274136,0,3,35.70550790811896,-3.2011261146833903,-2.544167148674888
2020-03-17,61.2834587097168,-1.6792102247903005,58.70230484008789,64.48020553588867,62.90589196341379,4.354855053063207,0.0430309741244006,1,3,40.245560439032445,-3.2638968902680574,-2.688113096993522
2020-03-18,59.783233642578125,-2.7226115329923393,61.2834587097168,61.59125518798828,61.91013390677316,4.073042629931123,-0.024784717150501123,2,3,38.54203375093456,-3.395556940423603,-2.8296018656795385
2020-03-19,59.32517623901367,-3.1077253572958083,59.783233642578125,58.70230484008789,61.790684291294646,3.934270701791446,-0.007691474719445424,3,3,38.01296647829457,-3.496553787520142,-2.9629922500476593
2020-03-20,55.55888366699219,-6.436659736417955,59.32517623901367,61.2834587097168,60.103502546037944,4.155091467931276,-0.06559034775756967,4,3,33.893241655199176,-3.8362805961186197,-3.1376499192618517
2020-03-21,55.16545104980469,-6.423351581415075,55.55888366699219,59.783233642578125,58.772823333740234,4.375686702287582,-0.007106554742285276,5,3,33.484990318955525,-4.090114964384604,-3.328142928286402
2020-03-22,54.77201843261719,-5.937634903991345,55.16545104980469,59.32517623901367,57.79864665440151,4.609533078232255,-0.007157419551743871,6,3,33.05619303471596,-4.273761986312969,-3.5172667398917157
2020-03-23,54.37858581542969,-6.199098345413079,54.77201843261719,55.55888366699219,57.18097250802176,4.860287683547975,-0.007209017738114554,0,3,32.60652598820059,-4.4003260785246425,-3.6938786076183012
2020-03-24,59.834136962890625,-0.6881700367458419,54.37858581542969,55.16545104980469,56.97392654418945,4.19142164031094,0.09560591703929422,1,3,43.985250376637104,-4.014139152357139,-3.757930716566069
2020-03-25,59.5045280456543,-1.2345421997773995,59.834136962890625,54.77201843261719,56.93411145891462,3.7044126600263407,-0.0055239390410504186,2,3,43.50729993183572,-3.6921194611238803,-3.7447684654776316
2020-03-26,62.63582992553711,2.1594041640120683,59.5045280456543,54.37858581542969,57.40706198556082,3.8001910601651594,0.0512850661329205,3,3,49.15925121061967,-3.147958932433397,-3.625406558868785
2020-03-27,60.04256820678711,-0.624652220784173,62.63582992553711,59.834136962890625,58.04758834838867,3.0850039568134617,-0.042283696616287614,4,3,45.13210190758435,-2.892618040710836,-3.4788488552371954
2020-03-28,60.61373392740885,-0.009889867689839904,60.04256820678711,59.5045280456543,58.8259144737607,2.7148039557846304,0.009467719083231962,5,3,46.17791354535736,-2.614037249930334,-3.3058865341758232
2020-03-29,61.1848996480306,0.6576149753059628,60.61373392740885,62.63582992553711,59.7420403616769,2.6846632795010055,0.009378921432725562,6,3,47.2604835115767,-2.3204232708939543,-3.10879388151945
2020-03-30,61.756065368652344,1.4369449688140319,61.1848996480306,60.04256820678711,60.79596601213728,2.800277760572998,0.009291773981698448,0,3,48.37865759526374,-2.018377181161796,-2.8907105414479193
2020-03-31,61.63003158569336,1.0248729219754054,61.756065368652344,60.61373392740885,61.052522386823384,2.823561818207255,-0.0020429177987413283,1,3,48.136133995165025,-1.7687839119933102,-2.6663252155569976
2020-04-01,58.38724136352539,-2.505949334864227,61.63003158569336,61.1848996480306,60.89291000366211,2.8189231242307833,-0.0540518813156563,2,4,42.26528914200453,-1.8117606685499936,-2.495412306155597
2020-04-02,59.36153030395508,-2.360512149172163,58.38724136352539,61.756065368652344,60.425152914864675,2.819348222416402,0.01654898241644709,3,4,44.45714114703138,-1.747064016261831,-2.3457426481768437
2020-04-03,58.5084228515625,-3.5486988393132197,59.36153030395508,61.63003158569336,60.20598929268973,2.654564420799514,-0.014475654337754662,4,4,42.92061206415142,-1.7445203502296422,-2.2254981885874034
2020-04-04,60.20979690551758,-1.9387742290982164,58.5084228515625,58.38724136352539,60.14828400384812,2.4062488944637535,0.02866435412626256,5,4,46.864839951296666,-1.58692472894613,-2.0977834966591486
2020-04-05,61.911170959472656,-1.1224420551888012,60.20979690551758,59.36153030395508,60.252037048339844,2.062001263089572,0.027865552882556877,6,4,50.54508577234194,-1.3096456170387398,-1.940155920735067
2020-04-06,63.612545013427734,0.5911031005772287,61.911170959472656,58.5084228515625,60.5172484261649,1.536441542173272,0.027110068282880206,0,4,53.97786799398326,-0.9417572644648686,-1.7404761894810274
2020-04-07,62.875762939453125,-0.6969904412713176,63.612545013427734,60.20979690551758,60.69521004813058,1.6237624432701638,-0.011649936961743101,1,4,52.28532186477973,-0.701568011062065,-1.532694553797235
2020-04-08,64.48504638671875,0.08016407469831555,62.875762939453125,61.911170959472656,61.56632505144392,1.8328113629800324,0.025272595385139596,2,4,55.56286920698603,-0.3770145829895384,-1.3015585596356958
2020-04-09,64.95037078857422,0.2428589042602199,64.48504638671875,63.612545013427734,62.36473083496094,2.05975145929775,0.007190093974006828,3,4,56.49346154480445,-0.08131847386174229,-1.057510542480905
2020-04-10,65.26908111572266,0.43696225440184266,64.95037078857422,62.875762939453125,63.330539158412385,2.2597201187684073,0.004894982414199056,4,4,57.15527533246605,0.17670315880420162,-0.8106678022238838
2020-04-11,65.5877914428711,0.5701412113038471,65.26908111572266,64.48504638671875,64.09882409232003,2.447462911477441,0.004871138230844174,5,4,57.84584320553638,0.40226733404087867,-0.5680807749709313
2020-04-12,65.90650177001953,0.5524182767992905,65.5877914428711,64.95037078857422,64.66958563668388,2.6269051367440435,0.004847525218960591,6,4,58.565060962599816,0.5998313454769999,-0.3344983508813451
2020-04-13,66.22521209716797,0.5383945460685073,65.90650177001953,65.26908111572266,65.0428237915039,2.8004887156021048,0.004824140032918756,0,4,59.31265195853362,0.7732064649162638,-0.11295738772182333
2020-04-14,69.56978607177734,3.705326266763623,66.22521209716797,65.5877914428711,65.99911281040737,3.3076942927959916,0.04926912709577991,1,4,66.20383957646936,1.1670338246746539,0.1430408547574721
2020-04-15,68.93479919433594,2.872784650728388,69.56978607177734,65.90650177001953,66.63479178292411,3.292244153778819,-0.009169246275797072,2,4,63.98798254758408,1.4116342693085642,0.39675953766769056
2020-04-16,69.4825439453125,3.2121333370179697,68.93479919433594,66.22521209716797,67.28224509102958,3.2827747568798005,0.00791443612049303,3,4,65.07392423951924,1.6308805320562385,0.6435837365454002
2020-04-17,68.53974914550781,1.9346378329202092,69.4825439453125,69.56978607177734,67.74948338099888,2.8667698531955264,-0.013661698301123515,4,4,61.62908911012973,1.7088604344290275,0.8566390761221258
2020-04-18,68.06552378336589,0.7189821435858239,68.53974914550781,68.93479919433594,68.10344514392672,2.4868546492427384,-0.006943030192055666,5,4,59.91109764393431,1.7126516631322488,1.0278415935241505
2020-04-19,67.59129842122395,-0.12953922250195088,68.06552378336589,69.4825439453125,68.34413037981305,2.197166544808171,-0.006991573091487346,6,4,58.16494869790671,1.6582746577216625,1.153928206363653
2020-04-20,67.11707305908203,-0.8631536240583042,67.59129842122395,68.53974914550781,68.47153908865792,2.035758787699597,-0.007040799558155619,0,4,56.39484740646909,1.5589439304886952,1.2349313511886615
2020-04-21,65.04247283935547,-2.5949904032589117,67.11707305908203,68.06552378336589,67.8247800554548,1.7848845062457321,-0.03139796882380619,1,4,49.32317518940952,1.2978597941258272,1.2475170397760946
2020-04-22,66.91593933105469,-1.0571913528186643,65.04247283935547,67.59129842122395,67.53637150355748,1.643253073106668,0.028396710023193883,2,4,54.8314436670492,1.2279665892577043,1.2436069496724167
2020-04-23,66.65660858154297,-1.6799033334580824,66.91593933105469,67.11707305908203,67.1326664515904,1.5322330325892175,-0.0038829996044338344,3,4,53.95716952801835,1.1385256813315152,1.2225906960042365
2020-04-24,68.58094787597656,-0.4043772268363155,66.65660858154297,65.04247283935547,67.1385519845145,1.464091148511425,0.028460573182044868,4,4,59.16081111288691,1.2089847919842498,1.2198695152002392
2020-04-25,68.59710947672527,-0.5820674444677378,68.58094787597656,66.91593933105469,67.21449279785156,1.3896182549630163,0.00023562953340228177,5,4,59.20251400484575,1.251699438943021,1.2262354999487957
2020-04-26,68.61327107747395,-1.0552261292721377,68.59710947672527,66.65660858154297,67.36048889160156,1.3132381666921231,0.00023557402520335557,6,4,59.24732966722085,1.2721901938685392,1.2354264387327445
2020-04-27,68.62943267822266,-1.2750138707822782,68.61327107747395,68.58094787597656,67.5765402657645,1.2392095866397397,0.00023551854315240206,0,4,59.29548270718807,1.2750355546947674,1.2433482619251492
2020-04-28,67.51697540283203,-2.5916020580802748,68.62943267822266,68.59710947672527,67.93004063197544,1.1612362509549354,-0.016342436794478665,1,4,54.52010252677004,1.1739914757702508,1.2294769046941696
2020-04-29,69.73458862304688,-0.24031269618434714,67.51697540283203,68.61327107747395,68.33270481654576,1.2346115849226382,0.032317390936980495,2,4,61.224120178820954,1.2583506853391668,1.2352516608231692
2020-04-30,71.2057113647461,1.0566586962063595,69.73458862304688,68.62943267822266,68.98257664271763,1.4651755971032394,0.02087658635065015,3,4,64.91850056778367,1.4274584251046178,1.273693013679459
2020-05-01,70.05934143066406,-0.26601083202270914,71.2057113647461,67.51697540283203,69.1937757219587,1.5570462498569724,-0.016230413348813144,4,5,60.11227985681721,1.4522345976994444,1.3094013304834562
2020-05-02,70.38976796468098,-0.7034640297331519,70.05934143066406,69.73458862304688,69.44986979166666,1.6656144872742127,0.004705293541131361,5,5,61.00834928961521,1.4814552587400556,1.3438121161347762
2020-05-03,70.72019449869792,-0.6813172771862045,70.38976796468098,71.2057113647461,69.75085885184151,1.7654797919527612,0.004683257399871188,6,5,61.92938615028658,1.5138250698616673,1.3778147068801545
2020-05-04,71.05062103271484,-0.3791665749505331,70.72019449869792,70.05934143066406,70.09674290248326,1.8307193774697275,0.00466142669907299,0,5,62.8738174443918,1.5482932770738245,1.4119104209188886
2020-05-05,72.11698150634766,-0.11425507907390181,71.05062103271484,70.38976796468098,70.75388663155692,1.672399083846317,0.01489694840347866,1,5,65.82066647450574,1.6427197076629056,1.458072278267692
2020-05-06,72.86105346679688,0.6387081064772815,72.11698150634766,70.72019449869792,71.20052446637835,1.7614186520730928,0.010264706564520942,2,5,67.74453956588499,1.7573362446256482,1.5179250715392834
2020-05-07,73.61478424072266,0.8456344773484689,72.86105346679688,71.05062103271484,71.544677734375,1.7976847213704439,0.010291628141416709,3,5,69.61058074300263,1.8872355732757171,1.5917871718865702
2020-05-08,75.36693572998047,1.7335244097304554,73.61478424072266,72.11698150634766,72.3029054914202,2.182708333148825,0.02352278226819049,4,5,73.45507771810513,2.1072743618366445,1.694884609876585
2020-05-09,75.76224517822266,1.7685139513590002,75.36693572998047,72.86105346679688,73.07040223621188,2.461693660444289,0.005231423176229377,5,5,74.24666856804431,2.2871895582972996,1.8133455995607282
2020-05-10,76.15755462646484,2.0038889456690696,75.76224517822266,73.61478424072266,73.84716796875,2.6557996769117165,0.005204197753719164,6,5,75.04799494855189,2.4336185763721403,1.9374001949230106
2020-05-11,76.55286407470703,2.1748240277033073,76.15755462646484,75.36693572998047,74.6332026890346,2.770185341882885,0.005177254238344808,0,5,75.85700127568862,2.5521432778418784,2.0603488115067843
2020-05-12,75.6780014038086,0.9560621603984494,76.55286407470703,75.76224517822266,75.1419198172433,2.518803412795046,-0.011494019952103862,1,5,70.41569334922836,2.546130642536042,2.1575051777126357
2020-05-13,74.76426696777344,-0.3596109818516833,75.6780014038086,76.15755462646484,75.41380746023995,2.3801038878912606,-0.012147459378862635,2,5,65.15861704315438,2.439513658239079,2.2139068738179244
2020-05-14,75.22355651855469,-0.1286803606370882,74.76426696777344,76.55286407470703,75.64363207135882,2.349255085429772,0.0061243769752810095,3,5,66.5119837796529,2.3648195901685796,2.2440894170880554
2020-05-15,74.77883911132812,-0.7101533740044097,75.22355651855469,75.6780014038086,75.5596182686942,2.1315322716652263,-0.005929488103666003,4,5,63.92282708558233,2.243873053181673,2.244046144306779
2020-05-16,75.3661371866862,-0.21403805054848568,74.77883911132812,74.76426696777344,75.50303141276041,1.8976179536585547,0.007823119828777259,5,5,65.81538120094916,2.170393156389366,2.2293155467232966
2020-05-17,75.95343526204427,0.15582489465388205,75.3661371866862,75.22355651855469,75.47387150355748,1.6388098141303158,0.0077623933878401274,6,5,67.64333113385925,2.1349396004537056,2.2104403574693787
2020-05-18,76.54073333740234,0.12765350148240384,75.95343526204427,74.77883911132812,75.47213854108539,1.3377636637664658,0.0077026024595276965,0,5,69.40517037006151,2.1296827908408886,2.194288844143681
2020-05-19,76.09843444824219,-0.5683338671756002,76.54073333740234,75.3661371866862,75.53220040457589,1.0600442341316678,-0.005795368692162128,1,5,66.46976185127863,2.0660112161874196,2.1686333185524287
2020-05-20,77.57839965820312,0.7668278619443019,76.09843444824219,75.95343526204427,75.93421936035156,0.957219041692984,0.01926134116158451,2,5,70.90410048034417,2.110641694775609,2.157034993797065
2020-05-21,77.00001525878906,0.6235866002200723,77.57839965820312,76.54073333740234,76.18799918038505,0.8138601083779246,-0.0074834135014327785,3,5,67.1656699452374,2.075416770698837,2.1407113491774195
