Date,Close,prediction
2020-01-03,71.914794921875,72.62083435058594
2020-01-04,72.1058120727539,71.914794921875
2020-01-05,72.29682922363281,72.1058120727539
2020-01-06,72.48784637451172,72.29682922363281
2020-01-07,72.14693450927734,72.48784637451172
2020-01-08,73.30751037597656,72.14693450927734
2020-01-09,74.8646240234375,73.30751037597656
2020-01-10,75.03388214111328,74.8646240234375
2020-01-11,75.56822458902995,75.03388214111328
2020-01-12,76.10256703694661,75.56822458902995
2020-01-13,76.63690948486328,76.10256703694661
2020-01-14,75.60209655761719,76.63690948486328
2020-01-15,75.27809143066406,75.60209655761719
2020-01-16,76.2210464477539,75.27809143066406
2020-01-17,77.06487274169922,76.2210464477539
2020-01-18,76.9343090057373,77.06487274169922
2020-01-19,76.80374526977539,76.9343090057373
2020-01-20,76.67318153381348,76.80374526977539
2020-01-21,76.54261779785156,76.67318153381348
2020-01-22,76.81584167480469,76.54261779785156
2020-01-23,77.18577575683594,76.81584167480469
2020-01-24,76.96333312988281,77.18577575683594
2020-01-25,76.2089614868164,76.96333312988281
2020-01-26,75.45458984375,76.2089614868164
2020-01-27,74.7002182006836,75.45458984375
2020-01-28,76.81343078613281,74.7002182006836
2020-01-29,78.42131042480469,76.81343078613281
2020-01-30,78.30767822265625,78.42131042480469
2020-01-31,74.83562469482422,78.30767822265625
2020-02-01,74.76711018880208,74.83562469482422
2020-02-02,74.69859568277995,74.76711018880208
2020-02-03,74.63008117675781,74.69859568277995
2020-02-04,77.09390258789062,74.63008117675781
2020-02-05,77.72254943847656,77.09390258789062
2020-02-06,78.63166809082031,77.72254943847656
2020-02-07,77.56285095214844,78.63166809082031
2020-02-08,77.6856460571289,77.56285095214844
2020-02-09,77.80844116210938,77.6856460571289
2020-02-10,77.93123626708984,77.80844116210938
2020-02-11,77.46106719970703,77.93123626708984
2020-02-12,79.30058288574219,77.46106719970703
2020-02-13,78.73587799072266,79.30058288574219
2020-02-14,78.7552719116211,78.73587799072266
2020-02-15,78.39475631713867,78.7552719116211
2020-02-16,78.03424072265625,78.39475631713867
2020-02-17,77.67372512817383,78.03424072265625
2020-02-18,77.3132095336914,77.67372512817383
2020-02-19,78.43291473388672,77.3132095336914
2020-02-20,77.6282730102539,78.43291473388672
2020-02-21,75.87117004394531,77.6282730102539
2020-02-22,74.66986846923828,75.87117004394531
2020-02-23,73.46856689453125,74.66986846923828
2020-02-24,72.26726531982422,73.46856689453125
2020-02-25,69.81940460205078,72.26726531982422
2020-02-26,70.927001953125,69.81940460205078
2020-02-27,66.29065704345703,70.927001953125
2020-02-28,66.25186157226562,66.29065704345703
2020-02-29,68.30788930257161,66.25186157226562
2020-03-01,70.36391703287761,68.30788930257161
2020-03-02,72.4199447631836,70.36391703287761
2020-03-03,70.11994171142578,72.4199447631836
2020-03-04,73.3724365234375,70.11994171142578
2020-03-05,70.99243927001953,73.3724365234375
2020-03-06,70.04967498779297,70.99243927001953
2020-03-07,68.20287831624348,70.04967498779297
2020-03-08,66.35608164469402,68.20287831624348
2020-03-09,64.50928497314453,66.35608164469402
2020-03-10,69.15534210205078,64.50928497314453
2020-03-11,66.75355529785156,69.15534210205078
2020-03-12,60.16132736206055,66.75355529785156
2020-03-13,67.36915588378906,60.16132736206055
2020-03-14,64.48020680745442,67.36915588378906
2020-03-15,61.59125773111979,64.48020680745442
2020-03-16,58.702308654785156,61.59125773111979
2020-03-17,61.2834587097168,58.702308654785156
2020-03-18,59.783241271972656,61.2834587097168
2020-03-19,59.32517623901367,59.783241271972656
2020-03-20,55.55888748168945,59.32517623901367
2020-03-21,55.165453592936196,55.55888748168945
2020-03-22,54.772019704182945,55.165453592936196
2020-03-23,54.37858581542969,54.772019704182945
2020-03-24,59.83413314819336,54.37858581542969
2020-03-25,59.50453186035156,59.83413314819336
2020-03-26,62.63581848144531,59.50453186035156
2020-03-27,60.042572021484375,62.63581848144531
2020-03-28,60.61373519897461,60.042572021484375
2020-03-29,61.184898376464844,60.61373519897461
2020-03-30,61.75606155395508,61.184898376464844
2020-03-31,61.630027770996094,61.75606155395508
2020-04-01,58.387237548828125,61.630027770996094
2020-04-02,59.36152267456055,58.387237548828125
2020-04-03,58.50843048095703,59.36152267456055
2020-04-04,60.20980326334635,58.50843048095703
2020-04-05,61.91117604573568,60.20980326334635
2020-04-06,63.612548828125,61.91117604573568
2020-04-07,62.87577438354492,63.612548828125
2020-04-08,64.48505401611328,62.87577438354492
2020-04-09,64.95039367675781,64.48505401611328
2020-04-10,65.26909828186035,64.95039367675781
2020-04-11,65.58780288696289,65.26909828186035
2020-04-12,65.90650749206543,65.58780288696289
2020-04-13,66.22521209716797,65.90650749206543
2020-04-14,69.56977081298828,66.22521209716797
2020-04-15,68.93477630615234,69.56977081298828
2020-04-16,69.48253631591797,68.93477630615234
2020-04-17,68.53974151611328,69.48253631591797
2020-04-18,68.06552124023438,68.53974151611328
2020-04-19,67.59130096435547,68.06552124023438
2020-04-20,67.11708068847656,67.59130096435547
2020-04-21,65.04246520996094,67.11708068847656
2020-04-22,66.91592407226562,65.04246520996094
2020-04-23,66.65658569335938,66.91592407226562
2020-04-24,68.58094787597656,66.65658569335938
2020-04-25,68.59710693359375,68.58094787597656
2020-04-26,68.61326599121094,68.59710693359375
2020-04-27,68.62942504882812,68.61326599121094
2020-04-28,67.51698303222656,68.62942504882812
2020-04-29,69.7345962524414,67.51698303222656
2020-04-30,71.20572662353516,69.7345962524414
2020-05-01,70.0593490600586,71.20572662353516
2020-05-02,70.38977305094402,70.0593490600586
2020-05-03,70.72019704182942,70.38977305094402
2020-05-04,71.05062103271484,70.72019704182942
2020-05-05,72.11699676513672,71.05062103271484
2020-05-06,72.86104583740234,72.11699676513672
2020-05-07,73.61479187011719,72.86104583740234
2020-05-08,75.36695861816406,73.61479187011719
2020-05-09,75.76226298014323,75.36695861816406
2020-05-10,76.15756734212239,75.76226298014323
2020-05-11,76.55287170410156,76.15756734212239
2020-05-12,75.6780014038086,76.55287170410156
2020-05-13,74.76426696777344,75.6780014038086
2020-05-14,75.22357940673828,74.76426696777344
