Date,Close,prediction
2020-01-03,67.6309814453125,67.96451568603516
2020-01-04,68.18684641520183,67.6309814453125
2020-01-05,68.74271138509114,68.18684641520183
2020-01-06,69.29857635498047,68.74271138509114
2020-01-07,69.25533294677734,69.29857635498047
2020-01-08,69.80109405517578,69.25533294677734
2020-01-09,70.57201385498047,69.80109405517578
2020-01-10,71.06409454345703,70.57201385498047
2020-01-11,71.22148895263672,71.06409454345703
2020-01-12,71.3788833618164,71.22148895263672
2020-01-13,71.5362777709961,71.3788833618164
2020-01-14,71.12124633789062,71.5362777709961
2020-01-15,71.53478240966797,71.12124633789062
2020-01-16,72.15609741210938,71.53478240966797
2020-01-17,73.58211517333984,72.15609741210938
2020-01-18,73.63194465637207,73.58211517333984
2020-01-19,73.6817741394043,73.63194465637207
2020-01-20,73.73160362243652,73.6817741394043
2020-01-21,73.78143310546875,73.73160362243652
2020-01-22,73.85847473144531,73.78143310546875
2020-01-23,73.89326477050781,73.85847473144531
2020-01-24,72.90216064453125,73.89326477050781
2020-01-25,72.35855865478516,72.90216064453125
2020-01-26,71.81495666503906,72.35855865478516
2020-01-27,71.27135467529297,71.81495666503906
2020-01-28,72.19883728027344,71.27135467529297
2020-01-29,72.50054931640625,72.19883728027344
2020-01-30,72.36186218261719,72.50054931640625
2020-01-31,71.28775787353516,72.36186218261719
2020-02-01,72.14449818929036,71.28775787353516
2020-02-02,73.00123850504558,72.14449818929036
2020-02-03,73.85797882080078,73.00123850504558
2020-02-04,71.92595672607422,73.85797882080078
2020-02-05,71.9836196899414,71.92595672607422
2020-02-06,73.37535095214844,71.9836196899414
2020-02-07,73.52445983886719,73.37535095214844
2020-02-08,74.01239267985027,73.52445983886719
2020-02-09,74.50032552083333,74.01239267985027
2020-02-10,74.9882583618164,74.50032552083333
2020-02-11,74.99372100830078,74.9882583618164
2020-02-12,75.46492004394531,74.99372100830078
2020-02-13,75.2854995727539,75.46492004394531
2020-02-14,75.58770751953125,75.2854995727539
2020-02-15,75.57440757751465,75.58770751953125
2020-02-16,75.56110763549805,75.57440757751465
2020-02-17,75.54780769348145,75.56110763549805
2020-02-18,75.53450775146484,75.54780769348145
2020-02-19,75.88343811035156,75.53450775146484
2020-02-20,75.4589614868164,75.88343811035156
2020-02-21,73.81671905517578,75.4589614868164
2020-02-22,72.76431020100911,73.81671905517578
2020-02-23,71.71190134684245,72.76431020100911
2020-02-24,70.65949249267578,71.71190134684245
2020-02-25,69.01229095458984,70.65949249267578
2020-02-26,69.24737548828125,69.01229095458984
2020-02-27,65.51506805419922,69.24737548828125
2020-02-28,66.57079315185547,65.51506805419922
2020-02-29,67.3955586751302,66.57079315185547
2020-03-01,68.22032419840495,67.3955586751302
2020-03-02,69.04508972167969,68.22032419840495
2020-03-03,66.67318725585938,69.04508972167969
2020-03-04,68.91635131835938,66.67318725585938
2020-03-05,65.56229400634766,68.91635131835938
2020-03-06,64.5368881225586,65.56229400634766
2020-03-07,63.16421381632487,64.5368881225586
2020-03-08,61.79153951009115,63.16421381632487
2020-03-09,60.41886520385742,61.79153951009115
2020-03-10,63.64120864868164,60.41886520385742
2020-03-11,60.41140365600586,63.64120864868164
2020-03-12,55.416099548339844,60.41140365600586
2020-03-13,60.626129150390625,55.416099548339844
2020-03-14,58.38279596964518,60.626129150390625
2020-03-15,56.13946278889974,58.38279596964518
2020-03-16,53.8961296081543,56.13946278889974
2020-03-17,55.65915298461914,53.8961296081543
2020-03-18,54.51594543457031,55.65915298461914
2020-03-19,55.43498229980469,54.51594543457031
2020-03-20,53.2991828918457,55.43498229980469
2020-03-21,53.03906122843424,53.2991828918457
2020-03-22,52.77893956502279,53.03906122843424
2020-03-23,52.51881790161133,52.77893956502279
2020-03-24,56.3878173828125,52.51881790161133
2020-03-25,54.798770904541016,56.3878173828125
2020-03-26,57.7442626953125,54.798770904541016
