Date,Close,prediction
2020-01-03,151.1366729736328,153.0423126220703
2020-01-04,151.26688639322916,151.1366729736328
2020-01-05,151.39709981282553,151.26688639322916
2020-01-06,151.52731323242188,151.39709981282553
2020-01-07,150.14569091796875,151.52731323242188
2020-01-08,152.5372772216797,150.14569091796875
2020-01-09,154.44296264648438,152.5372772216797
2020-01-10,153.72833251953125,154.44296264648438
2020-01-11,154.34447733561197,153.72833251953125
2020-01-12,154.96062215169272,154.34447733561197
2020-01-13,155.57676696777344,154.96062215169272
2020-01-14,154.4810791015625,155.57676696777344
2020-01-15,155.48150634765625,154.4810791015625
2020-01-16,158.33050537109375,155.48150634765625
2020-01-17,159.2166290283203,158.33050537109375
2020-01-18,159.0736961364746,159.2166290283203
2020-01-19,158.9307632446289,159.0736961364746
2020-01-20,158.7878303527832,158.9307632446289
2020-01-21,158.6448974609375,158.7878303527832
2020-01-22,157.8826446533203,158.6448974609375
2020-01-23,158.85450744628906,157.8826446533203
2020-01-24,157.25376892089844,158.85450744628906
2020-01-25,156.37718200683594,157.25376892089844
2020-01-26,155.50059509277344,156.37718200683594
2020-01-27,154.62400817871094,155.50059509277344
2020-01-28,157.65399169921875,154.62400817871094
2020-01-29,160.11224365234375,157.65399169921875
2020-01-30,164.62860107421875,160.11224365234375
2020-01-31,162.19888305664062,164.62860107421875
2020-02-01,163.51697794596353,162.19888305664062
2020-02-02,164.83507283528647,163.51697794596353
2020-02-03,166.15316772460938,164.83507283528647
2020-02-04,171.62232971191406,166.15316772460938
2020-02-05,171.41268920898438,171.62232971191406
2020-02-06,174.966796875,171.41268920898438
2020-02-07,175.21449279785156,174.966796875
2020-02-08,176.7421620686849,175.21449279785156
2020-02-09,178.26983133951822,176.7421620686849
2020-02-10,179.79750061035156,178.26983133951822
2020-02-11,175.738525390625,179.79750061035156
2020-02-12,175.9957733154297,175.738525390625
2020-02-13,175.04296875,175.9957733154297
2020-02-14,176.60560607910156,175.04296875
2020-02-15,177.05342864990234,176.60560607910156
2020-02-16,177.50125122070312,177.05342864990234
2020-02-17,177.9490737915039,177.50125122070312
2020-02-18,178.3968963623047,177.9490737915039
2020-02-19,178.9319610595703,178.3968963623047
2020-02-20,176.19940185546875,178.9319610595703
2020-02-21,170.6292724609375,176.19940185546875
2020-02-22,168.1770222981771,170.6292724609375
2020-02-23,165.72477213541666,168.1770222981771
2020-02-24,163.27252197265625,165.72477213541666
2020-02-25,160.5782470703125,163.27252197265625
2020-02-26,162.5846405029297,160.5782470703125
2020-02-27,151.1290740966797,162.5846405029297
2020-02-28,154.788330078125,151.1290740966797
2020-02-29,158.22149658203125,154.788330078125
2020-03-01,161.6546630859375,158.22149658203125
2020-03-02,165.08782958984375,161.6546630859375
2020-03-03,157.17689514160156,165.08782958984375
2020-03-04,162.94772338867188,157.17689514160156
2020-03-05,158.85845947265625,162.94772338867188
2020-03-06,154.3679962158203,158.85845947265625
2020-03-07,150.88067626953125,154.3679962158203
2020-03-08,147.3933563232422,150.88067626953125
2020-03-09,143.90603637695312,147.3933563232422
2020-03-10,153.74693298339844,143.90603637695312
2020-03-11,146.7818603515625,153.74693298339844
2020-03-12,132.8613739013672,146.7818603515625
2020-03-13,151.75015258789062,132.8613739013672
2020-03-14,144.29463704427084,151.75015258789062
2020-03-15,136.83912150065103,144.29463704427084
2020-03-16,129.38360595703125,136.83912150065103
2020-03-17,140.03662109375,129.38360595703125
2020-03-18,134.14161682128906,140.03662109375
2020-03-19,136.34866333007812,134.14161682128906
2020-03-20,131.22760009765625,136.34866333007812
2020-03-21,130.7912801106771,131.22760009765625
2020-03-22,130.3549601236979,130.7912801106771
2020-03-23,129.91864013671875,130.3549601236979
2020-03-24,141.7277069091797,129.91864013671875
2020-03-25,140.37098693847656,141.7277069091797
2020-03-26,149.15138244628906,140.37098693847656
2020-03-27,143.02708435058594,149.15138244628906
2020-03-28,146.3806355794271,143.02708435058594
2020-03-29,149.73418680826822,146.3806355794271
2020-03-30,153.08773803710938,149.73418680826822
2020-03-31,150.68006896972656,153.08773803710938
2020-04-01,145.32968139648438,150.68006896972656
2020-04-02,148.33924865722656,145.32968139648438
2020-04-03,146.97299194335938,148.33924865722656
2020-04-04,150.6163533528646,146.97299194335938
2020-04-05,154.25971476236978,150.6163533528646
2020-04-06,157.903076171875,154.25971476236978
2020-04-07,156.20240783691406,157.903076171875
2020-04-08,157.76927185058594,156.20240783691406
2020-04-09,157.77883911132812,157.76927185058594
2020-04-10,157.86720657348633,157.77883911132812
2020-04-11,157.95557403564453,157.86720657348633
2020-04-12,158.04394149780273,157.95557403564453
2020-04-13,158.13230895996094,158.04394149780273
2020-04-14,165.95730590820312,158.13230895996094
2020-04-15,164.21841430664062,165.95730590820312
2020-04-16,169.1483917236328,164.21841430664062
2020-04-17,170.63888549804688,169.1483917236328
2020-04-18,169.51146952311197,170.63888549804688
2020-04-19,168.3840535481771,169.51146952311197
2020-04-20,167.2566375732422,168.3840535481771
2020-04-21,160.33938598632812,167.2566375732422
2020-04-22,165.7852783203125,160.33938598632812
2020-04-23,163.77891540527344,165.7852783203125
2020-04-24,166.76939392089844,163.77891540527344
2020-04-25,166.61014302571616,166.76939392089844
2020-04-26,166.45089213053384,166.61014302571616
2020-04-27,166.29164123535156,166.45089213053384
2020-04-28,162.24069213867188,166.29164123535156
2020-04-29,169.52098083496094,162.24069213867188
2020-04-30,171.22166442871094,169.52098083496094
2020-05-01,166.78851318359375,171.22166442871094
2020-05-02,168.14838663736978,166.78851318359375
2020-05-03,169.50826009114584,168.14838663736978
2020-05-04,170.86813354492188,169.50826009114584
2020-05-05,172.70254516601562,170.86813354492188
2020-05-06,174.40321350097656,172.70254516601562
2020-05-07,175.41598510742188,174.40321350097656
2020-05-08,176.4478302001953,175.41598510742188
2020-05-09,177.10388692220053,176.4478302001953
2020-05-10,177.75994364420572,177.10388692220053
2020-05-11,178.41600036621094,177.75994364420572
2020-05-12,174.3745574951172,178.41600036621094
2020-05-13,171.73760986328125,174.3745574951172
2020-05-14,172.48281860351562,171.73760986328125
2020-05-15,174.99557495117188,172.48281860351562
2020-05-16,175.55291748046875,174.99557495117188
2020-05-17,176.11026000976562,175.55291748046875
2020-05-18,176.6676025390625,176.11026000976562
2020-05-19,175.44467163085938,176.6676025390625
2020-05-20,177.87818908691406,175.44467163085938
2020-05-21,175.74163818359375,177.87818908691406
2020-05-22,175.81829833984375,175.74163818359375
2020-05-23,175.3536262512207,175.81829833984375
2020-05-24,174.88895416259766,175.3536262512207
2020-05-25,174.4242820739746,174.88895416259766
2020-05-26,173.95960998535156,174.4242820739746
2020-05-27,174.18954467773438,173.95960998535156
2020-05-28,173.79672241210938,174.18954467773438
2020-05-29,175.5691680908203,173.79672241210938
2020-05-30,175.43505350748697,175.5691680908203
2020-05-31,175.30093892415366,175.43505350748697
2020-06-01,175.1668243408203,175.30093892415366
2020-06-02,177.15957641601562,175.1668243408203
2020-06-03,177.59075927734375,177.15957641601562
2020-06-04,175.25306701660156,177.59075927734375
2020-06-05,179.35365295410156,175.25306701660156
2020-06-06,179.72411092122397,179.35365295410156
2020-06-07,180.09456888834634,179.72411092122397
2020-06-08,180.46502685546875,180.09456888834634
2020-06-09,181.84463500976562,180.46502685546875
2020-06-10,188.5895538330078,181.84463500976562
2020-06-11,178.46263122558594,188.5895538330078
2020-06-12,179.87103271484375,178.46263122558594
2020-06-13,180.25425720214844,179.87103271484375
2020-06-14,180.63748168945312,180.25425720214844
2020-06-15,181.0207061767578,180.63748168945312
2020-06-16,185.45664978027344,181.0207061767578
2020-06-17,186.09857177734375,185.45664978027344
2020-06-18,188.09140014648438,186.09857177734375
2020-06-19,186.97036743164062,188.09140014648438
2020-06-20,188.70132954915366,186.97036743164062
2020-06-21,190.43229166666666,188.70132954915366
2020-06-22,192.1632537841797,190.43229166666666
2020-06-23,193.44708251953125,192.1632537841797
2020-06-24,189.54763793945312,193.44708251953125
2020-06-25,191.94285583496094,189.54763793945312
2020-06-26,188.1009521484375,191.94285583496094
2020-06-27,188.7748057047526,188.1009521484375
2020-06-28,189.44865926106772,188.7748057047526
2020-06-29,190.1225128173828,189.44865926106772
2020-06-30,194.98001098632812,190.1225128173828
2020-07-01,196.12014770507812,194.98001098632812
2020-07-02,197.61474609375,196.12014770507812
2020-07-03,198.67821884155273,197.61474609375
2020-07-04,199.74169158935547,198.67821884155273
2020-07-05,200.8051643371582,199.74169158935547
